,incident_month,incident_week,incident_weekday,weekend,part_of_the_day,incident_district,incident_division,precip,visibility,heatindex,season,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,school,college,crime
4101,10.0,40,sunday,0,night,bogura,rajshahi,34.9,8,35,rainy,143219,149185,292404,96,3.9,1180.0,35.6,552,7,0,1,42,9,assault
4102,10.0,40,monday,0,night,bogura,rajshahi,0.3,10,37,rainy,143219,149185,292404,96,3.9,1180.0,35.6,552,7,0,1,42,9,assault
4103,8.0,31,thursday,0,noon,khagrachhari,chattogram,40.5,7,32,rainy,52957,50435,103392,105,4.55,149.0,46.2,140,12,0,3,11,1,assault
4104,,32,monday,0,,,rangpur,15.5,9,38,rainy,142412,141026,283438,101,4.46,867.0,,681,53,0,1,48,8,assault
4105,,8,tuesday,0,morning,nilphamari,rangpur,0.0,10,23,winter,142412,141026,283438,101,4.46,867.0,42.2,681,53,0,1,48,8,assault
4106,11.0,48,tuesday,0,morning,nilphamari,rangpur,0.1,10,25,winter,142412,141026,283438,101,4.46,867.0,42.2,681,53,0,1,48,8,assault
4107,3.0,13,sunday,0,morning,nilphamari,rangpur,1.4,10,31,hot,142412,141026,283438,101,4.46,867.0,42.2,681,53,0,1,48,8,assault
4108,1.0,4,wednesday,0,morning,nilphamari,Rangpur,0.0,10,24,winter,142412,141026,283438,101,4.46,867.0,42.2,681,53,0,1,48,8,assault
4109,8.0,31,friday,1,afternoon,nilphamari,rangpur,5.3,10,39,rainy,142412,141026,283438,101,4.46,867.0,42.2,681,53,0,1,48,8,assault
4110,5.0,18,monday,0,morning,dinajpur,rangpur,0.0,10,33,hot,247792,236805,484597,105,4.19,1366.0,64.3,913,26,1,5,73,12,assault
4111,8.0,32,wednesday,0,morning,dinajpur,rangpur,13.7,10,38,rainy,247792,236805,484597,105,4.19,1366.0,64.3,913,26,1,5,73,12,assault
4112,9.0,37,monday,0,noon,nilphamari,RanGPur,14.2,9,37,rainy,125338,124091,249429,101,4.29,1153.0,48.3,552,12,0,2,37,6,assault
4113,3.0,10,saturday,1,morning,patuakhali,Barisal,0.0,10,28,hot,33802,36853,70655,92,4.5,765.0,66.4,255,24,0,1,23,10,assault
4114,3.0,10,thursday,0,morning,rajshahi,rajshahi,0.8,10,27,hot,93551,92294,185845,101,3.83,939.0,48.2,573,0,0,1,43,14,assault
4115,5.0,19,friday,1,evening,rajshahi,raJsHaHI,9.3,10,39,hot,93551,92294,185845,101,3.83,939.0,48.2,573,0,0,1,43,14,assault
4116,11.0,47,tuesday,0,night,chandpur,chattogram,0.0,10,30,winter,182360,214323,396683,85,4.61,1708.0,58.1,859,47,0,2,46,4,assault
4117,12.0,49,tuesday,0,afternoon,chandpur,chattogram,0.0,10,28,winter,182360,214323,396683,85,4.61,1708.0,58.1,859,47,0,2,46,4,assault
4118,4.0,15,friday,1,afternoon,feni,chattogram,0.3,10,34,hot,254751,257895,512646,99,5.15,1.8520869320596363e-05,62.8,1021,22,3,4,56,3,assault
4119,11.0,48,wednesday,0,morning,bogura,RAJSHAHI,0.0,10,27,winter,158992,160596,319588,99,3.82,1334.0,46.6,598,0,0,2,38,8,assault
4120,10.0,42,thursday,0,morning,bogura,rajshahi,20.9,8,30,rainy,158992,160596,319588,99,3.82,1334.0,46.6,598,0,0,2,38,8,assault
4121,10.0,44,tuesday,0,morning,bogura,rajshahi,4.2,10,25,rainy,158992,160596,319588,99,3.82,1334.0,46.6,598,0,0,2,38,8,assault
4122,1.0,4,sunday,0,morning,bogura,Rajshahi,0.0,10,25,winter,158992,160596,319588,99,3.82,1334.0,46.6,598,0,0,2,38,8,assault
4123,5.0,18,thursday,0,noon,mymensingh,mymensingh,11.1,9,32,hot,210978,219768,430746,96,4.34,1081.0,49.3,918,20,1,2,74,6,assault
4124,5.0,18,thursday,0,night,mymensingh,mymensingh,0.1,10,36,hot,210978,219768,430746,96,4.34,1081.0,49.3,918,20,1,2,74,6,assault
4125,4.0,15,monday,0,noon,mymensingh,mymensingh,5.1,10,33,hot,210978,219768,430746,96,4.34,1081.0,49.3,918,20,1,2,74,6,assault
4126,1.0,5,monday,0,morning,gaibandha,rangpur,0.0,10,22,winter,214173,223095,437268,96,3.96,1349.0,47.5,1175,1,1,3,64,3,assault
4127,8.0,31,sunday,0,morning,patuakhali,barisal,2.1,10,37,rainy,179652,181866,361518,99,4.5,285.0,45.4,1317,77,0,2,56,10,assault
4128,3.0,12,saturday,1,night,patuakhali,barisal,0.0,10,33,hot,179652,181866,361518,99,4.5,285.0,45.4,1317,77,0,2,56,10,assault
4129,9.0,37,friday,1,evening,patuakhali,barisal,0.2,10,36,rainy,179652,181866,361518,99,4.5,285.0,45.4,1317,77,0,2,56,10,assault
4130,3.0,11,monday,0,night,patuakhali,barisal,0.0,10,27,hot,179652,181866,361518,99,4.5,285.0,45.4,1317,77,0,2,56,10,assault
4131,11.0,46,monday,0,noon,meherpur,khulna,0.0,10,29,winter,148291,151316,299607,98,3.86,823.0,42.2,847,67,0,10,65,8,assault
4132,1.0,1,monday,0,morning,meherpur,KHULNA,0.0,10,24,winter,148291,151316,299607,98,3.86,823.0,42.2,847,67,0,10,65,8,assault
4133,11.0,45,sunday,0,noon,meherpur,khulna,0.0,10,30,winter,148291,151316,299607,98,3.86,823.0,42.2,847,67,0,10,65,8,assault
4134,5.0,21,wednesday,0,noon,gazipur,DHAKA,2.0,10,40,hot,976683,843691,1820374,116,3.99,3977.0,60.6,854,1,15,2,100,8,assault
4135,6.0,25,monday,0,morning,tangail,dhaka,40.2,7,36,rainy,205788,212151,417939,97,3.97,926.0,44.0,1125,13,0,2,59,6,assault
4136,1.0,1,monday,0,night,tangail,dhaka,0.0,10,22,winter,205788,212151,417939,97,3.97,926.0,44.0,1125,13,0,2,59,6,assault
4137,11.0,45,thursday,0,night,tangail,dhaka,0.0,10,29,winter,205788,212151,417939,97,3.97,926.0,44.0,1125,13,0,2,59,6,assault
4138,9.0,39,monday,0,night,tangail,dhaka,0.0,10,35,rainy,205788,212151,417939,97,3.97,926.0,44.0,1125,13,0,2,59,6,assault
4139,2.0,6,friday,1,night,gaibandha,rangpur,0.2,10,26,winter,256055,258641,514696,99,3.88,1118.0,42.6,837,0,0,3,85,10,assault
4140,,40,sunday,0,night,gaibandha,RanGpUR,0.5,10,34,rainy,256055,258641,514696,99,3.88,1118.0,42.6,837,0,0,3,85,10,assault
4141,,42,saturday,1,afternoon,gaibandha,rangpur,0.0,10,31,rainy,256055,258641,514696,99,3.88,1118.0,42.6,837,0,0,3,85,10,assault
4142,3.0,12,saturday,1,morning,sylhet,sylhet,0.0,10,31,hot,154249,161900,316149,95,6.2,1136.0,57.0,700,15,1,2,26,3,assault
4143,3.0,12,saturday,1,morning,sylhet,sylhet,0.0,10,31,hot,154249,161900,316149,95,6.2,1136.0,57.0,700,15,1,2,26,3,assault
4144,9.0,35,sunday,0,night,gopalganj,dHaKa,16.0,9,37,rainy,172991,171017,344008,101,4.67,883.0,61.8,613,2,1,3,47,16,assault
4145,3.0,11,saturday,1,morning,tangail,dhaka,0.0,10,29,hot,123591,128740,252331,96,3.94,1305.0,45.7,613,1,0,2,43,5,assault
4146,4.0,16,wednesday,0,night,mymensingh,mymensingh,2.3,9,33,hot,159897,163160,323057,98,4.47,1167.0,43.6,759,10,1,1,37,2,assault
4147,7.0,30,thursday,0,morning,mymensingh,MYMeNsIngh,33.9,7,35,rainy,159897,163160,323057,98,4.47,1167.0,43.6,759,10,1,1,37,2,assault
4148,7.0,30,thursday,0,morning,mymensingh,mymensingh,2.5,9,36,rainy,159897,163160,323057,98,4.47,1167.0,43.6,759,10,1,1,37,2,assault
4149,2.0,8,saturday,1,afternoon,mymensingh,mymensingh,0.0,10,27,winter,159897,163160,323057,98,4.47,1167.0,43.6,759,10,1,1,37,2,assault
4150,5.0,21,wednesday,0,morning,mymensingh,mymensingh,18.8,8,37,hot,159897,163160,323057,98,4.47,1167.0,43.6,759,10,1,1,37,2,assault
4151,8.0,34,thursday,0,noon,mymensingh,mymensingh,14.5,9,37,rainy,159897,163160,323057,98,4.47,1167.0,43.6,759,10,1,1,37,2,assault
4152,3.0,13,wednesday,0,night,mymensingh,mymensingh,0.0,10,30,hot,159897,163160,323057,98,4.47,1167.0,43.6,759,10,1,1,37,2,assault
4153,10.0,43,monday,0,night,mymensingh,mymensingh,0.7,10,31,rainy,159897,163160,323057,98,4.47,1167.0,43.6,759,10,1,1,37,2,assault
4154,2.0,8,monday,0,afternoon,mymensingh,mymensingh,0.0,10,25,winter,159897,163160,323057,98,4.47,1167.0,43.6,759,10,1,1,37,2,assault
4155,4.0,17,sunday,0,night,barisal,barisal,0.1,10,35,hot,92209,96377,188586,96,4.52,1253.0,60.9,646,52,1,3,26,6,assault
4156,11.0,45,saturday,1,noon,barisal,barisal,0.0,10,31,winter,92209,96377,188586,96,4.52,1253.0,60.9,646,52,1,3,26,6,assault
4157,2.0,7,tuesday,0,night,barisal,barisal,0.0,10,24,winter,92209,96377,188586,96,4.52,1253.0,60.9,646,52,1,3,26,6,assault
4158,10.0,42,monday,0,afternoon,barisal,barisal,0.0,10,34,rainy,92209,96377,188586,96,4.52,1253.0,60.9,646,52,1,3,26,6,assault
4159,3.0,11,wednesday,0,night,sylhet,Sylhet,0.8,10,26,hot,143877,143645,287512,100,6.0,598.0,32.7,519,15,4,2,28,3,assault
4160,11.0,47,saturday,1,night,habiganj,sylhet,0.0,9,24,winter,163576,165517,329093,99,5.26,1297.0,50.7,374,5,1,2,17,3,assault
4161,7.0,28,thursday,0,night,habiganj,sylhet,21.0,8,35,rainy,163576,165517,329093,99,5.26,1297.0,50.7,374,5,1,2,17,3,assault
4162,3.0,10,tuesday,0,night,habiganj,sylhet,0.0,10,26,hot,163576,165517,329093,99,5.26,1297.0,50.7,374,5,1,2,17,3,assault
4163,8.0,31,saturday,1,morning,habiganj,  sylhet ,6.2,9,34,rainy,163576,165517,329093,99,5.26,1297.0,50.7,374,5,1,2,17,3,assault
4164,3.0,10,tuesday,0,night,habiganj,sylhet,0.0,10,26,hot,163576,165517,329093,99,5.26,1297.0,50.7,374,5,1,2,17,3,assault
4165,3.0,10,tuesday,0,night,habiganj,sylhet,0.0,10,26,hot,163576,165517,329093,99,5.26,1297.0,50.7,374,5,1,2,17,3,assault
4166,1.0,2,thursday,0,morning,chandpur,chattogram,0.0,10,23,winter,53651,55924,109575,96,4.43,817.0,48.1,390,5,0,3,10,1,assault
4167,1.0,2,thursday,0,noon,chandpur,chattogram,0.0,10,23,winter,156944,173533,330477,90,5.01,1740.0,60.6,621,27,0,1,27,4,assault
4168,10.0,43,tuesday,0,night,dinajpur,rangpur,0.6,10,30,rainy,47162,45437,92599,104,3.99,927.0,54.7,223,0,0,1,19,2,assault
4169,10.0,43,monday,0,night,dinajpur,rangpur,0.1,10,30,rainy,47162,45437,92599,104,3.99,927.0,54.7,223,0,0,1,19,2,assault
4170,9.0,36,sunday,0,night,dinajpur,rangpur,1.8,8,34,rainy,47162,45437,92599,104,3.99,927.0,54.7,223,0,0,1,19,2,assault
4171,9.0,36,tuesday,0,night,mymensingh,mymensingh,9.7,9,36,rainy,142814,147229,290043,97,4.15,811.0,38.9,760,26,0,1,33,3,assault
4172,,9,tuesday,0,morning,,mymensingh,0.0,10,26,winter,142814,147229,290043,97,4.15,811.0,,760,26,0,1,33,3,assault
4173,11.0,44,thursday,0,night,mymensingh,mymensingh,1.1,10,30,winter,142814,147229,290043,97,4.15,811.0,38.9,760,26,0,1,33,3,assault
4174,4.0,14,tuesday,0,night,mymensingh,mymensingh,0.0,10,29,hot,142814,147229,290043,97,4.15,811.0,38.9,760,26,0,1,33,3,assault
4175,8.0,33,wednesday,0,night,thakurgaon,rangpur,12.4,9,39,rainy,74213,73734,147947,101,4.53,736.0,42.1,345,0,0,1,43,7,assault
4176,4.0,15,friday,1,morning,manikganj,dhaka,0.0,10,33,hot,65815,73503,139318,90,4.15,570.0,48.4,332,22,0,1,13,3,assault
4177,6.0,24,tuesday,0,noon,manikganj,  dhaka ,20.4,8,35,rainy,65815,73503,139318,90,4.15,570.0,48.4,332,22,0,1,13,3,assault
4178,2.0,5,friday,1,morning,noakhali,chattogram,0.0,10,26,winter,223947,228516,452463,98,4.98,300.0,34.2,371,8,0,5,25,3,assault
4179,3.0,13,wednesday,0,afternoon,lalmonirhat,Rangpur,0.0,10,28,hot,116964,116963,233927,100,4.4,811.0,45.3,904,0,0,2,35,5,assault
4180,2.0,6,tuesday,0,night,lalmonirhat,  rangpur ,7.5,9,23,winter,116964,116963,233927,100,4.4,811.0,45.3,904,0,0,2,35,5,assault
4181,3.0,13,tuesday,0,night,lalmonirhat,rangpur,2.1,10,28,hot,116964,116963,233927,100,4.4,811.0,45.3,904,0,0,2,35,5,assault
4182,4.0,17,monday,0,night,kishoreganj,dhaka,1.8,10,32,hot,90229,93655,183084,96,4.44,1516.0,41.8,341,10,0,1,21,2,assault
4183,,17,monday,0,night,pabna,rajshahi,0.0,10,38,hot,157747,156185,313932,101,4.27,1251.0,55.0,460,0,1,2,33,8,assault
4184,1.0,4,sunday,0,morning,pabna,rajshahi,0.0,10,22,winter,157747,156185,313932,101,4.27,1251.0,55.0,460,0,1,2,33,8,assault
4185,9.0,35,sunday,0,night,pabna,rajshahi,23.7,8,35,rainy,157747,156185,313932,101,4.27,1251.0,55.0,460,0,1,2,33,8,assault
4186,11.0,44,sunday,0,night,pabna,rajshahi,2.0,10,28,winter,157747,156185,313932,101,4.27,1251.0,55.0,460,0,1,2,33,8,assault
4187,10.0,41,monday,0,night,pabna,rajshahi,0.0,10,36,rainy,157747,156185,313932,101,4.27,1251.0,55.0,460,0,1,2,33,8,assault
4188,9.0,38,tuesday,0,noon,pabna,  rajshahi ,0.2,10,36,rainy,157747,156185,313932,101,4.27,1251.0,55.0,460,0,1,2,33,8,assault
4189,12.0,51,monday,0,night,pabna,rajshahi,0.0,10,25,winter,157747,156185,313932,101,4.27,1251.0,55.0,460,0,1,2,33,8,assault
4190,11.0,45,tuesday,0,afternoon,pabna,rajshahi,0.0,10,30,winter,157747,156185,313932,101,4.27,1251.0,55.0,460,0,1,2,33,8,assault
4191,11.0,48,wednesday,0,afternoon,pabna,rajshahi,0.0,10,26,winter,157747,156185,313932,101,4.27,1251.0,55.0,460,0,1,2,33,8,assault
4192,2.0,5,tuesday,0,night,mymensingh,mymensingh,0.0,10,24,winter,187229,189119,376348,99,4.63,1342.0,41.0,860,15,0,2,24,1,assault
4193,1.0,3,thursday,0,night,mymensingh,mymensingh,0.0,10,25,winter,187229,189119,376348,99,4.63,1342.0,41.0,860,15,0,2,24,1,assault
4194,10.0,43,tuesday,0,noon,mymensingh,mymensingh,1.2,10,32,rainy,187229,189119,376348,99,4.63,1342.0,41.0,860,15,0,2,24,1,assault
4195,,22,thursday,0,night,sylhet,sylhet,19.7,8,35,hot,80769,80975,161744,100,5.8,608.0,41.2,1021,0,0,1,13,4,assault
4196,10.0,43,tuesday,0,morning,nilphamari,rangpur,0.0,10,31,rainy,171466,169206,341672,101,4.3,1122.0,37.9,563,1,0,1,49,14,assault
4197,8.0,32,sunday,0,morning,nilphamari,rangpur,16.3,9,39,rainy,171466,169206,341672,101,4.3,1122.0,37.9,563,1,0,1,49,14,assault
4198,8.0,33,wednesday,0,night,nilphamari,rangpur,3.0,9,40,rainy,171466,169206,341672,101,4.3,1122.0,37.9,563,1,0,1,49,14,assault
4199,10.0,41,friday,1,evening,nilphamari,rangpur,38.7,7,34,rainy,171466,169206,341672,101,4.3,1122.0,37.9,563,1,0,1,49,14,assault
4200,1.0,5,monday,0,morning,nilphamari,rangpur,0.0,10,24,winter,171466,169206,341672,101,4.3,1122.0,37.9,563,1,0,1,49,14,assault
4201,10.0,41,thursday,0,night,sunamganj,sylhet,15.5,9,32,rainy,84612,82648,167260,102,5.57,541.0,32.5,225,1,0,1,10,1,assault
4202,2.0,7,saturday,1,morning,jashore,khulna,0.0,10,27,winter,380314,362584,742898,105,4.3,1707.0,63.8,1643,109,4,11,102,16,assault
4203,4.0,16,friday,1,morning,jashore,khulna,0.0,10,34,hot,380314,362584,742898,105,4.3,1707.0,63.8,1643,109,4,11,102,16,assault
4204,1.0,3,monday,0,afternoon,jashore,khulna,0.0,10,24,winter,380314,362584,742898,105,4.3,1707.0,63.8,1643,109,4,11,102,16,assault
4205,1.0,3,monday,0,afternoon,jashore,khulna,0.0,10,24,winter,380314,362584,742898,105,4.3,1707.0,63.8,1643,109,4,11,102,16,assault
4206,5.0,19,monday,0,night,jhalakathi,bArisAl,0.3,10,36,hot,105171,111177,216348,95,4.27,1357.0,68.8,815,59,1,5,53,4,assault
4207,6.0,23,wednesday,0,night,jhalakathi,barisal,22.8,8,36,rainy,105171,111177,216348,95,4.27,1357.0,68.8,815,59,1,5,53,4,assault
4208,3.0,9,friday,1,night,jashore,khulna,0.0,10,30,hot,147127,151781,298908,97,4.1,971.0,53.0,665,17,1,2,48,8,assault
4209,,12,saturday,1,night,,khulna,0.0,10,32,hot,147127,151781,298908,97,4.1,971.0,,665,17,1,2,48,8,assault
4210,5.0,19,monday,0,morning,jashore,khulna,5.0,10,39,hot,147127,151781,298908,97,4.1,971.0,53.0,665,17,1,2,48,8,assault
4211,7.0,28,sunday,0,night,chuadanga,khulna,2.3,10,36,rainy,89791,89790,179581,100,4.1,901.0,46.1,294,9,0,4,23,3,assault
4212,9.0,36,friday,1,night,joypurhat,RAJSHAHI,0.3,10,37,rainy,147096,141962,289058,104,3.72,1221.0,65.4,1024,21,1,3,38,10,assault
4213,10.0,41,tuesday,0,morning,joypurhat,rajshahi,5.8,10,30,rainy,147096,141962,289058,104,3.72,1221.0,65.4,1024,21,1,3,38,10,assault
4214,3.0,12,sunday,0,morning,joypurhat,rajshahi,4.8,10,32,hot,147096,141962,289058,104,3.72,1221.0,65.4,1024,21,1,3,38,10,assault
4215,1.0,2,thursday,0,night,joypurhat,rajshahi,0.0,10,22,winter,147096,141962,289058,104,3.72,1221.0,65.4,1024,21,1,3,38,10,assault
4216,6.0,22,saturday,1,night,joypurhat,rajshahi,0.2,10,37,rainy,147096,141962,289058,104,3.72,1221.0,65.4,1024,21,1,3,38,10,assault
4217,,9,tuesday,0,,,Rajshahi,0.0,10,27,winter,147096,141962,289058,104,3.72,1221.0,,1024,21,1,3,38,10,assault
4218,3.0,13,thursday,0,night,moulvibazar,Sylhet,0.0,10,27,hot,73240,75718,148958,97,5.42,800.0,52.3,420,45,1,1,16,2,assault
4219,6.0,24,friday,1,night,noakhali,chattogram,1.0,10,36,rainy,92741,104203,196944,89,5.45,1063.0,49.0,342,14,0,1,27,1,assault
4220,8.0,33,sunday,0,morning,chandpur,chattogram,26.5,8,35,rainy,180736,201403,382139,90,4.97,1621.0,53.8,766,35,0,2,37,6,assault
4221,5.0,20,thursday,0,night,chandpur,chattogram,4.7,9,38,hot,180736,201403,382139,90,4.97,1621.0,53.8,766,35,0,2,37,6,assault
4222,1.0,3,thursday,0,evening,joypurhat,rajshahi,0.0,10,25,winter,70860,72337,143197,98,3.69,861.0,49.8,418,7,0,1,21,8,assault
4223,9.0,38,saturday,1,morning,patuakhali,barisal,0.0,10,38,rainy,120514,117317,237831,103,4.1,484.0,52.0,464,104,1,3,33,6,assault
4224,,38,saturday,1,morning,,barisal,0.0,10,38,rainy,120514,117317,237831,103,4.1,484.0,,464,104,1,3,33,6,assault
4225,8.0,34,tuesday,0,noon,patuakhali,barisal,0.2,10,34,rainy,120514,117317,237831,103,4.1,484.0,52.0,464,104,1,3,33,6,assault
4226,9.0,38,saturday,1,morning,patuakhali,barisal,0.0,10,38,rainy,120514,117317,237831,103,4.1,484.0,52.0,464,104,1,3,33,6,assault
4227,9.0,38,tuesday,0,night,patuakhali,barisal,0.0,10,35,rainy,120514,117317,237831,103,4.1,484.0,52.0,464,104,1,3,33,6,assault
4228,9.0,36,tuesday,0,morning,patuakhali,barisal,4.2,9,36,rainy,120514,117317,237831,103,4.1,484.0,52.0,464,104,1,3,33,6,assault
4229,8.0,34,saturday,1,morning,patuakhali,barisal,8.8,10,34,rainy,120514,117317,237831,103,4.1,484.0,52.0,464,104,1,3,33,6,assault
4230,8.0,34,sunday,0,morning,patuakhali,barisal,7.5,9,34,rainy,120514,117317,237831,103,4.1,484.0,52.0,464,104,1,3,33,6,assault
4231,8.0,31,sunday,0,morning,patuakhali,  barisal ,5.1,10,37,rainy,120514,117317,237831,103,4.1,484.0,52.0,464,104,1,3,33,6,assault
4232,1.0,4,tuesday,0,night,patuakhali,barisal,0.0,10,25,winter,120514,117317,237831,103,4.1,484.0,52.0,464,104,1,3,33,6,assault
4233,2.0,8,wednesday,0,night,patuakhali,barisal,0.0,10,28,winter,120514,117317,237831,103,4.1,484.0,52.0,464,104,1,3,33,6,assault
4234,10.0,41,monday,0,night,gazipur,dhaka,0.0,10,35,rainy,248219,235089,483308,106,4.09,1539.0,60.6,566,40,4,3,43,5,assault
4235,10.0,41,monday,0,night,gazipur,dhaka,0.0,10,35,rainy,248219,235089,483308,106,4.09,1539.0,60.6,566,40,4,3,43,5,assault
4236,7.0,29,monday,0,night,jhenaidah,KhULNA,0.0,10,38,rainy,141183,141183,282366,100,4.15,910.0,52.0,584,65,1,4,47,10,assault
4237,7.0,28,monday,0,night,gazipur,dhaka,16.9,9,38,rainy,133246,132030,265276,101,4.53,1236.0,59.8,525,22,0,1,35,3,assault
4238,1.0,3,friday,1,night,lalmonirhat,rangpur,0.0,10,21,winter,122156,123439,245595,99,4.22,970.0,46.0,898,8,1,1,36,7,assault
4239,,49,monday,0,,,rangpur,0.0,10,24,winter,122156,123439,245595,99,4.22,970.0,,898,8,1,1,36,7,assault
4240,,47,tuesday,0,night,satkhira,khulna,0.0,10,30,winter,136089,138800,274889,98,4.22,824.0,51.8,564,60,0,2,36,7,assault
4241,2.0,9,tuesday,0,night,jhenaidah,khulna,0.0,10,28,winter,141183,141183,282366,100,4.15,910.0,52.0,584,65,1,4,47,10,assault
4242,10.0,42,tuesday,0,night,gazipur,dhaka,0.0,10,40,rainy,133246,132030,265276,101,4.53,1236.0,59.8,525,22,0,1,35,3,assault
4243,2.0,6,saturday,1,noon,lalmonirhat,rangpur,0.0,10,23,winter,122156,123439,245595,99,4.22,970.0,46.0,898,8,1,1,36,7,assault
4244,2.0,8,wednesday,0,morning,jhenaidah,khulna,0.0,10,29,winter,141183,141183,282366,100,4.15,910.0,52.0,584,65,1,4,47,10,assault
4245,1.0,3,sunday,0,night,lalmonirhat,rangpur,0.0,10,23,winter,122156,123439,245595,99,4.22,970.0,46.0,898,8,1,1,36,7,assault
4246,2.0,8,monday,0,morning,lalmonirhat,rangpur,1.9,10,26,winter,122156,123439,245595,99,4.22,970.0,46.0,898,8,1,1,36,7,assault
4247,,50,sunday,0,night,,Dhaka,0.0,10,23,winter,203075,207218,410293,98,4.1,1388.0,,767,5,2,4,53,7,assault
4248,10.0,40,sunday,0,night,tangail,dhaka,1.1,10,33,rainy,203075,207218,410293,98,4.1,1388.0,42.4,767,5,2,4,53,7,assault
4249,10.0,41,sunday,0,night,tangail,dhaka,0.0,10,32,rainy,203075,207218,410293,98,4.1,1388.0,42.4,767,5,2,4,53,7,assault
4250,8.0,33,tuesday,0,night,tangail,dhaka,3.1,10,38,rainy,203075,207218,410293,98,4.1,1388.0,42.4,767,5,2,4,53,7,assault
4251,1.0,3,tuesday,0,morning,madaripur,dhaka,0.0,10,24,winter,133841,139417,273258,96,4.59,975.0,49.0,564,72,0,3,48,4,assault
4252,1.0,4,wednesday,0,morning,netrokona,mymensingh,0.0,10,25,winter,134896,137016,271912,98,4.68,723.0,36.6,796,7,0,3,24,3,assault
4253,6.0,22,friday,1,night,netrokona,mymensingh,4.2,10,35,rainy,134896,137016,271912,98,4.68,723.0,36.6,796,7,0,3,24,3,assault
4254,5.0,19,friday,1,night,netrokona,mymensingh,5.4,10,38,hot,134896,137016,271912,98,4.68,723.0,36.6,796,7,0,3,24,3,assault
4255,8.0,34,tuesday,0,morning,netrokona,mymensingh,5.0,10,36,rainy,134896,137016,271912,98,4.68,723.0,36.6,796,7,0,3,24,3,assault
4256,10.0,42,friday,1,night,moulvibazar,sylhet,4.5,9,29,rainy,127746,131384,259130,97,4.99,534.0,48.6,436,5,0,2,32,3,assault
4257,11.0,46,friday,1,night,moulvibazar,sylhet,15.3,9,27,winter,127746,131384,259130,97,4.99,534.0,48.6,436,5,0,2,32,3,assault
4258,8.0,32,monday,0,night,gazipur,dhaka,22.9,8,36,rainy,165864,176298,342162,94,4.25,958.0,56.3,1165,64,1,3,72,5,assault
4259,12.0,49,tuesday,0,morning,gazipur,dhaka,0.0,10,25,winter,165864,176298,342162,94,4.25,374925673.84450674,56.3,1165,64,1,3,72,5,assault
4260,4.0,17,saturday,1,night,gazipur,dhaka,3.2,10,37,hot,165864,176298,342162,94,4.25,958.0,56.3,1165,64,1,3,72,5,assault
4261,5.0,18,saturday,1,night,kishoreganj,dhaka,10.7,9,34,hot,141731,146376,287807,97,4.58,1435.0,38.6,445,65,0,2,20,2,assault
4262,7.0,30,sunday,0,noon,kishoreganj,dhaka,2.8,9,32,rainy,151017,163512,314529,92,4.5,1435.0,40.6,598,35,1,2,23,2,assault
4263,10.0,42,tuesday,0,evening,netrokona,mymensingh,0.0,10,35,rainy,150057,154672,304729,97,4.61,1004.0,37.6,605,14,0,2,30,5,assault
4264,6.0,24,wednesday,0,night,dinajpur,rangpur,36.7,7,38,rainy,86731,85033,171764,102,4.35,965.0,47.5,564,142,1,1,58,9,assault
4265,8.0,31,monday,0,night,dinajpur,rangpur,24.8,8,38,rainy,86731,85033,171764,102,4.35,965.0,47.5,564,142,1,1,58,9,assault
4266,2.0,9,monday,0,morning,kushtia,khulna,0.0,10,28,winter,66986,67661,134647,99,4.03,1236.0,44.7,257,42,0,2,23,4,assault
4267,1.0,2,thursday,0,morning,nilphamari,rangpur,0.0,10,20,winter,130931,130138,261069,101,3.96,1273.0,38.5,692,1,0,1,42,6,assault
4268,9.0,36,tuesday,0,night,nilphamari,rangpur,4.4,10,37,rainy,130931,130138,261069,101,3.96,1273.0,38.5,692,1,0,1,42,6,assault
4269,2.0,6,saturday,1,morning,nilphamari,RanGpUr,0.0,10,23,winter,130931,130138,261069,101,3.96,1273.0,38.5,692,1,0,1,42,6,assault
4270,8.0,33,saturday,1,night,nilphamari,rangpur,52.8,7,38,rainy,130931,130138,261069,101,3.96,1273.0,38.5,692,1,0,1,42,6,assault
4271,9.0,39,thursday,0,noon,khulna,khulna,1.2,9,28,rainy,95489,98442,193931,97,4.24,109.0,50.4,372,24,0,7,37,3,assault
4272,7.0,29,thursday,0,afternoon,moulvibazar,sylhet,1.0,10,39,rainy,175832,184363,360195,95,5.41,660.0,51.9,884,7,0,2,36,4,assault
4273,4.0,17,saturday,1,morning,moulvibazar,  sylhet ,1.0,10,36,hot,175832,184363,360195,95,5.41,660.0,51.9,884,7,0,2,36,4,assault
4274,7.0,31,tuesday,0,morning,moulvibazar,sylhet,19.6,8,32,rainy,175832,184363,360195,95,5.41,660.0,51.9,884,7,0,2,36,4,assault
4275,4.0,17,saturday,1,morning,moulvibazar,SYLHET,1.0,10,36,hot,175832,184363,360195,95,5.41,660.0,51.9,884,7,0,2,36,4,assault
4276,4.0,15,thursday,0,morning,moulvibazar,sylhet,0.6,10,30,hot,175832,184363,360195,95,5.41,660.0,51.9,884,7,0,2,36,4,assault
4277,10.0,41,thursday,0,night,moulvibazar,sylhet,17.6,8,27,rainy,175832,184363,360195,95,5.41,660.0,51.9,884,7,0,2,36,4,assault
